Date,Open,High,Low,Close,Volume
2025-06-12,1041.1223646830144,1046.0565938995217,1031.25390625,1031.25390625,25221606.0
2025-06-13,1026.319629854369,1026.319629854369,1011.5169428853155,1016.451171875,28393455.0
2025-06-16,1016.4512582174162,1016.4512582174162,1001.648569990949,1011.5170288085938,28580673.0
2025-06-17,1026.3196770334928,1036.1881354665072,1021.3854478169857,1031.25390625,26517379.0
2025-06-18,1026.3196275177725,1041.122314453125,1016.4511695608708,1041.122314453125,37931721.0
2025-06-19,1031.2538953403343,1031.2538953403343,1016.451207847411,1021.3854370117188,24002557.0
2025-06-20,1016.4511695608708,1041.122314453125,1011.51694058242,1041.122314453125,57831332.0
2025-06-23,1011.5169929055606,1016.4512221392464,1001.6485344381894,1006.582763671875,32143872.0
2025-06-24,1031.2538812546502,1036.1881103515625,1026.3196521577381,1036.1881103515625,28163537.0
2025-06-25,1046.0565904278621,1055.925048828125,1041.1223612277308,1055.925048828125,38783736.0
2025-06-26,1060.859130859375,1065.793359375,1050.990673828125,1060.859130859375,36056692.0
2025-06-27,1055.9249990957755,1065.79345703125,1046.0565411603009,1065.79345703125,32549027.0
2025-06-30,1060.8592051380085,1065.7934339991157,1046.0565185546875,1046.0565185546875,32413717.0
2025-07-01,1065.793432279666,1080.5961188391057,1060.8592034265193,1070.7276611328125,44299887.0
2025-07-02,1060.8592034265193,1070.7276611328125,1055.9249745733728,1070.7276611328125,23822731.0
2025-07-03,1090.4645514531967,1090.4645514531967,1075.661865234375,1075.661865234375,36973556.0
2025-07-04,1080.5961188391057,1085.5303476922525,1065.793432279666,1070.7276611328125,20363322.0
2025-07-07,1065.79345703125,1070.7276859989872,1055.9249990957755,1065.79345703125,18829372.0
2025-07-08,1055.9249990957755,1065.79345703125,1050.9907701280383,1065.79345703125,27461252.0
2025-07-09,1055.9249502759462,1075.661865234375,1050.990721536339,1075.661865234375,23618216.0
2025-07-10,1080.59628795277,1085.530517578125,1075.6620583274148,1085.530517578125,22350503.0
2025-07-11,1080.59628795277,1085.530517578125,1075.6620583274148,1085.530517578125,28249780.0
2025-07-14,1085.5305432184646,1085.5305432184646,1070.7278539927584,1080.5963134765625,25760632.0
2025-07-15,1080.5962375950169,1100.333155176661,1075.662008199606,1095.39892578125,45416390.0
2025-07-16,1105.2672842920354,1115.1357421875,1105.2672842920354,1115.1357421875,31013743.0
2025-07-17,1115.1357421875,1120.0699711352322,1100.3330553443031,1115.1357421875,30648595.0
2025-07-18,1139.806884765625,1144.7411137040044,1129.9384268888664,1139.806884765625,46645034.0
2025-07-21,1129.938451617697,1134.8726806640625,1120.069993524966,1134.8726806640625,26749324.0
2025-07-22,1129.9384290306969,1144.7411158738937,1115.1357421875,1115.1357421875,50457506.0
2025-07-23,1125.0042474072052,1129.9384765625,1120.0700182519104,1129.9384765625,29747757.0
2025-07-24,1134.8727057177948,1139.8069348730894,1129.9384765625,1129.9384765625,15055463.0
2025-07-25,1134.8727057177948,1139.8069348730894,1125.0042474072052,1129.9384765625,22476546.0
2025-07-28,1139.8069348730894,1144.7411640283842,1129.9384765625,1129.9384765625,20606376.0
2025-07-29,1129.9384039656181,1129.9384039656181,1110.2014886125069,1120.0699462890625,31763255.0
2025-07-30,1134.8726558272458,1144.7411137040044,1129.9384268888664,1139.806884765625,34182363.0
2025-07-31,1144.7412109375,1149.6754402949894,1139.8069815800109,1144.7412109375,33230751.0
2025-08-04,1115.1357174507846,1120.0699462890625,1110.2014886125069,1120.0699462890625,23939021.0
2025-08-05,1129.938451617697,1134.8726806640625,1125.0042225713316,1134.8726806640625,17012960.0
2025-08-06,1115.1358897569446,1120.070119357639,1110.20166015625,1110.20166015625,22023406.0
2025-08-07,1144.7411116260594,1164.47802734375,1139.8068826966366,1164.47802734375,61370031.0
2025-08-08,1164.4780522772605,1169.4122813123338,1154.6095942071142,1159.5438232421875,25958258.0
2025-08-11,1154.6095694849046,1179.280714132018,1149.6753405554819,1164.47802734375,35579367.0
2025-08-12,1164.47802734375,1174.3464852025952,1154.6095694849046,1164.47802734375,28917167.0
2025-08-13,1169.4123992919922,1184.215087890625,1169.4123992919922,1184.215087890625,37809952.0
2025-08-14,1169.4122813123338,1174.3465103474068,1159.5438232421875,1159.5438232421875,32991791.0
2025-08-15,1159.5437984143273,1169.4122562731727,1154.6095694849046,1164.47802734375,22231552.0
2025-08-18,1154.6095694849046,1169.4122562731727,1154.6095694849046,1164.47802734375,18219895.0
2025-08-19,1164.4780026206486,1169.4122314453125,1159.5437737959849,1169.4122314453125,17867547.0
2025-08-20,1149.6753193187294,1149.6753193187294,1120.0699462890625,1120.0699462890625,66982023.0
2025-08-21,1125.0042225713316,1139.806909710428,1125.0042225713316,1134.8726806640625,23424804.0
2025-08-22,1139.8068616421738,1139.8068616421738,1120.0699462890625,1120.0699462890625,19205763.0
2025-08-25,1149.6753899989985,1164.4780774238782,1144.7411608573718,1154.609619140625,25103514.0
2025-08-26,1149.6753651720412,1169.4122813123338,1144.7411361369682,1159.5438232421875,35508897.0
