Date,Foreign_net,Trust_net,Dealer_net
2016-09-10,-8435800.0,-70000.0,-1997274.0
2016-09-12,-22075885.0,-307000.0,2127274.0
2016-09-13,-8800412.0,-67483.0,876000.0
2016-09-14,-19242709.0,281000.0,306000.0
2016-09-19,19318196.0,291000.0,-2538510.0
2016-09-20,4152252.0,-127000.0,591510.0
2016-09-21,5964939.0,158000.0,-1626000.0
2016-09-22,8829399.0,408000.0,-645000.0
2016-09-23,6938936.0,-79000.0,-333000.0
2016-09-26,-6565331.0,-237000.0,1276000.0
2016-09-29,15260493.0,29000.0,-1045000.0
2016-09-30,-3468803.0,944946.0,580500.0
2016-10-03,5496591.0,111000.0,-527000.0
2016-10-04,2634809.0,-199000.0,312000.0
2016-10-05,1581208.0,-606000.0,1054000.0
2016-10-06,2089730.0,119000.0,-335000.0
2016-10-07,3578967.0,89000.0,-873000.0
2016-10-11,-2799233.0,164000.0,232000.0
2016-10-12,1783536.0,-237000.0,591500.0
2016-10-13,-15117332.0,-86000.0,3345000.0
2016-10-14,-10018290.0,-455000.0,-1631000.0
2016-10-17,-3801782.0,-22000.0,395000.0
2016-10-18,-1958287.0,226000.0,1100000.0
2016-10-19,9042003.0,43000.0,-926000.0
2016-10-20,5847705.0,318000.0,-934000.0
2016-10-21,-1121493.0,-95000.0,1430500.0
2016-10-24,2705706.0,286000.0,-473000.0
2016-10-25,5391382.0,-413000.0,-562500.0
2016-10-26,-5942167.0,-9000.0,1077000.0
2016-10-27,-15023109.0,74144.0,3039000.0
2016-10-28,-639758.0,120000.0,-950000.0
2016-10-31,-4010175.0,12700.0,-85000.0
2016-11-01,-63094.0,-50524.0,1108830.0
2016-11-02,-8259800.0,357006.0,630000.0
2016-11-03,-9185216.0,-212000.0,854170.0
2016-11-04,-4745089.0,-193500.0,-156000.0
2016-11-07,-483167.0,111000.0,-1583000.0
2016-11-08,-1430780.0,-137000.0,1070000.0
2016-11-09,-29870222.0,-147000.0,1041000.0
2016-11-10,-4202202.0,269000.0,2352000.0
2016-11-11,-31532935.0,224000.0,-196000.0
2016-11-14,-29711092.0,-163874.0,2092000.0
2016-11-15,-12819833.0,212867.0,-959000.0
2016-11-16,-11577244.0,257000.0,1204000.0
2016-11-17,-4890669.0,4840.0,-187000.0
2016-11-18,-9801528.0,-45000.0,979000.0
2016-11-21,-6749996.0,-184000.0,470000.0
2016-11-22,5255517.0,-10000.0,504000.0
2016-11-23,4231232.0,-550000.0,-548000.0
2016-11-24,-8209856.0,65000.0,1258999.0
2016-11-25,-2545895.0,-7000.0,1579000.0
2016-11-28,1345547.0,-246000.0,-674790.0
2016-11-29,-1547804.0,-427000.0,499178.0
2016-11-30,-1367022.0,-193000.0,-332000.0
2016-12-01,-2466156.0,-9778.0,733000.0
2016-12-02,-37222209.0,-481000.0,324000.0
2016-12-05,-11744163.0,-10000.0,-691000.0
2016-12-06,10136412.0,-141411.0,-589000.0
2016-12-07,-4075570.0,-10000.0,349000.0
2016-12-08,11435158.0,35000.0,-1973000.0
2016-12-09,7855935.0,156000.0,-941000.0
2016-12-12,-210773.0,-30000.0,170000.0
2016-12-13,3311859.0,11000.0,-638000.0
2016-12-14,6819179.0,0.0,-1188000.0
2016-12-15,1196381.0,-20000.0,-215000.0
2016-12-16,-649199.0,-207799.0,143000.0
2016-12-19,-1624720.0,153000.0,1189000.0
2016-12-20,-7953466.0,-674000.0,2256000.0
2016-12-21,-16211224.0,113000.0,4330000.0
2016-12-22,-13979769.0,-139000.0,1243000.0
2016-12-23,-13904477.0,-26000.0,508000.0
2016-12-26,-3106700.0,190000.0,366000.0
2016-12-27,-2368837.0,296000.0,-30000.0
2016-12-28,3910482.0,-10000.0,270822.0
2016-12-29,-3993928.0,-171000.0,530000.0
2016-12-30,7209829.0,-82000.0,1229835.0
2017-01-03,52137.0,-90000.0,-1193000.0
2017-01-04,-4106237.0,15000.0,-115000.0
2017-01-05,1799757.0,-537000.0,301000.0
2017-01-06,3877589.0,45000.0,-196000.0
2017-01-09,3373437.0,7000.0,-971000.0
2017-01-10,3463065.0,-330000.0,-845000.0
2017-01-11,-8874725.0,-50000.0,1535165.0
2017-01-12,12006103.0,-1047000.0,-1945000.0
2017-01-13,-12338727.0,-751000.0,-745000.0
2017-01-16,-16501081.0,-790000.0,358000.0
2017-01-17,-336719.0,-47000.0,-452765.0
2017-01-18,-1256700.0,76000.0,-858000.0
2017-01-19,-2291048.0,-213000.0,-412000.0
2017-01-20,7942539.0,-60000.0,-425000.0
2017-01-23,22455156.0,158172.0,-1970095.0
2017-01-24,30447094.0,10000.0,-1344905.0
2017-02-02,20156297.0,-23000.0,-1465000.0
2017-02-03,-2347059.0,289000.0,260000.0
2017-02-06,1452606.0,-496000.0,369000.0
2017-02-07,-860360.0,-348000.0,5000.0
2017-02-08,-15343983.0,-316400.0,1037000.0
2017-02-09,-737739.0,298000.0,-941000.0
2017-02-10,-5995146.0,524000.0,224000.0
2017-02-13,740994.0,201000.0,-564000.0
2017-02-14,-2290079.0,-82000.0,1541000.0
2017-02-15,12845935.0,16000.0,-2640000.0
2017-02-16,5381910.0,-141000.0,-952000.0
2017-02-17,5446663.0,-1046000.0,-91000.0
2017-02-18,1995000.0,-160000.0,-90000.0
2017-02-20,4865787.0,-276000.0,-177000.0
2017-02-21,15740905.0,-129000.0,225000.0
2017-02-22,6730742.0,-262000.0,365000.0
2017-02-23,14613671.0,-99000.0,610000.0
2017-02-24,4411468.0,-80000.0,-378000.0
2017-03-01,-3381826.0,-58000.0,774000.0
2017-03-02,8552621.0,9000.0,289500.0
2017-03-03,-7986785.0,-468000.0,716000.0
2017-03-06,-3886411.0,-375000.0,591000.0
2017-03-07,-3567255.0,1274000.0,-21000.0
2017-03-08,5559747.0,-506000.0,-1202000.0
2017-03-09,-6362910.0,-320000.0,784500.0
2017-03-10,-8331945.0,-72000.0,558888.0
2017-03-13,4354673.0,-136000.0,-528000.0
2017-03-14,6534291.0,-342000.0,-895000.0
2017-03-15,1643859.0,-19000.0,-278000.0
2017-03-16,19049851.0,205000.0,-410000.0
2017-03-17,14560912.0,12100.0,-262732.0
2017-03-20,4571107.0,-131000.0,-298000.0
2017-03-21,18516051.0,321000.0,-1852000.0
2017-03-22,1080123.0,-149000.0,871000.0
2017-03-23,545141.0,-38000.0,1255000.0
2017-03-24,2292161.0,-88000.0,332000.0
2017-03-27,13745790.0,-340000.0,-1041000.0
2017-03-28,20749012.0,-282000.0,-1423000.0
2017-03-29,5175088.0,394040.0,2426000.0
2017-03-30,14574008.0,-422403.0,60000.0
2017-03-31,1162946.0,-88631.0,1337000.0
2017-04-05,15250385.0,21122.0,133000.0
2017-04-06,3166566.0,-387000.0,-160000.0
2017-04-07,-1546145.0,-232000.0,-616000.0
2017-04-10,-2475829.0,-28000.0,116000.0
2017-04-11,-206958.0,-85000.0,-445000.0
2017-04-12,785866.0,117000.0,-71000.0
2017-04-13,1157253.0,35000.0,-253000.0
2017-04-14,-13283690.0,-451000.0,755000.0
2017-04-17,-10170000.0,-670000.0,228000.0
2017-04-18,-4279949.0,-79000.0,279000.0
2017-04-19,-16476063.0,-70881.0,104000.0
2017-04-20,-3050308.0,36000.0,-68000.0
2017-04-21,3772547.0,158000.0,-176000.0
