Date,Open,High,Low,Close,Volume
2024-06-13,212.8958066808934,214.888539245905,209.7827737762817,212.4001007080078,97862700.0
2024-06-14,212.01345147179217,213.32210737882852,209.4853479747781,210.66513061523438,70122700.0
2024-06-17,211.53757201804441,217.06965275202606,210.89316027395952,214.80923461914062,93728300.0
2024-06-18,215.72133922684367,216.75241620599633,211.17076165562816,212.44967651367188,79943300.0
2024-06-20,212.0927269910851,212.40007736780652,207.0563681724187,207.8792266845703,86172500.0
2024-06-21,208.58315742215362,210.07027533194446,205.33132746963062,205.70806884765625,241805100.0
2024-06-24,205.93610206103614,210.87332959032133,204.8158016590104,206.3524932861328,80727000.0
2024-06-25,207.35380525957078,209.5646648210329,206.81844945769743,207.27450561523438,55549700.0
2024-06-26,209.68360834691896,213.01475280094434,208.83099354238436,211.4185791015625,66213200.0
2024-06-27,212.8462361886446,213.88722177256454,210.5263358320774,212.2613067626953,49772700.0
2024-06-28,213.91695291908772,214.21437951883613,208.4939285392998,208.81117248535156,82542700.0
2024-07-01,210.26856627972688,215.64201747450758,210.10002805599396,214.8885498046875,60402900.0
2024-07-02,214.29365375141188,218.4873365423676,213.25268346733495,218.37828063964844,58046200.0
2024-07-03,218.11063203893852,219.64732360839844,217.1489612238199,219.64732360839844,37369800.0
2024-07-05,219.74646963306245,224.50525038603786,219.74646963306245,224.3961944580078,60412400.0
2024-07-08,225.13973799267995,225.89322076278884,221.3327197032473,225.8634796142578,59085900.0
2024-07-09,225.97253595078877,227.42991284004066,224.4259356098064,226.71609497070312,48076100.0
2024-07-10,227.33078272427315,231.07831900756045,227.28120909695775,230.9791717529297,62627700.0
2024-07-11,229.40280147827102,230.39421338925845,223.83107137940016,225.61561584472656,64710600.0
2024-07-12,226.95403700304678,230.64209091466597,226.71609267309665,228.56011962890625,53046500.0
2024-07-15,234.44908623752588,235.1926451763578,231.08820043911544,232.38694763183594,62631300.0
2024-07-16,232.98180687397965,234.24090427881208,230.33473879844306,232.80335998535156,43234300.0
2024-07-17,227.4794799069808,229.47222770464353,224.6936146131452,226.9143829345703,57345900.0
2024-07-18,228.3023493485251,228.46097889584826,220.36114484151935,222.25473022460938,66034600.0
2024-07-19,222.88923571935766,224.8522270905052,221.36245288688534,222.38360595703125,49151500.0
2024-07-22,225.06041535891617,225.82380677595344,221.174082433242,222.03662109375,48201800.0
2024-07-23,222.44307270253879,224.9910084270489,220.76758424988336,223.07757568359375,39960300.0
2024-07-24,222.0762625279836,222.86939506256107,215.2652677100796,216.66314697265625,61777600.0
2024-07-25,217.0497975364767,218.95332167523742,212.77681471652627,215.62217712402344,51391200.0
2024-07-26,216.82181578900727,217.60503979261497,214.15491491126926,216.0881805419922,41601300.0
2024-07-29,215.09674706599597,217.41664743865044,213.8971319294418,216.36575317382812,36311800.0
2024-07-30,217.3075789949067,218.43778796730905,214.2639371695869,216.92092895507812,41643800.0
2024-07-31,219.53825698895486,221.89782218872546,218.7352157578384,220.17276000976562,50036300.0
2024-08-01,222.44309097566543,222.55214689360594,215.15622233135366,216.48471069335938,62501000.0
2024-08-02,217.2679231335739,223.66254232334134,215.84030263063204,217.97183227539062,105568600.0
2024-08-05,197.38019703112641,211.66644653820467,194.31673780556494,207.4727783203125,119548600.0
2024-08-06,203.53688424769564,208.18660889381388,199.3432157724579,205.45030212402344,69660500.0
2024-08-07,205.12314519344287,211.8052677945223,204.61753049861642,208.01808166503906,63516400.0
